Player,id,link,Opponent,GP,G,A,PTS,GW
Owen Power,powerow01,/players/g/granlmi01.html,Los Angeles Kings,5,0,0,0,0
Owen Power,powerow01,/players/g/granlmi01.html,Minnesota Wild,4,0,2,2,0
Owen Power,powerow01,/players/g/granlmi01.html,Montreal Canadiens,10,0,4,4,0
Owen Power,powerow01,/players/g/granlmi01.html,Nashville Predators,6,1,3,4,0
Owen Power,powerow01,/players/g/granlmi01.html,New Jersey Devils,10,2,4,6,0
Owen Power,powerow01,/players/g/granlmi01.html,New York Islanders,10,1,3,4,0
Owen Power,powerow01,/players/g/granlmi01.html,New York Rangers,9,1,6,7,0
Owen Power,powerow01,/players/g/granlmi01.html,Ottawa Senators,10,0,2,2,0
Owen Power,powerow01,/players/g/granlmi01.html,Philadelphia Flyers,9,1,3,4,1
Owen Power,powerow01,/players/g/granlmi01.html,Pittsburgh Penguins,8,1,2,3,0
Owen Power,powerow01,/players/g/granlmi01.html,San Jose Sharks,5,1,1,2,0
Owen Power,powerow01,/players/g/granlmi01.html,Seattle Kraken,6,1,1,2,0
Owen Power,powerow01,/players/g/granlmi01.html,St. Louis Blues,7,1,3,4,0
Owen Power,powerow01,/players/g/granlmi01.html,Tampa Bay Lightning,8,0,4,4,0
Owen Power,powerow01,/players/g/granlmi01.html,Toronto Maple Leafs,10,2,4,6,0
Owen Power,powerow01,/players/g/granlmi01.html,Utah Hockey Club,1,0,1,1,0
Owen Power,powerow01,/players/g/granlmi01.html,Vancouver Canucks,6,0,2,2,0
Owen Power,powerow01,/players/g/granlmi01.html,Vegas Golden Knights,4,1,2,3,0
Owen Power,powerow01,/players/g/granlmi01.html,Washington Capitals,8,0,4,4,0
Owen Power,powerow01,/players/g/granlmi01.html,Winnipeg Jets,5,1,0,1,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Anaheim Ducks,9,1,3,4,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Arizona Coyotes,5,2,2,4,1
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Boston Bruins,8,1,1,2,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Buffalo Sabres,6,2,3,5,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Calgary Flames,14,2,0,2,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Carolina Hurricanes,8,5,2,7,1
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Chicago Blackhawks,10,3,3,6,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Colorado Avalanche,11,0,4,4,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Columbus Blue Jackets,7,1,0,1,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Dallas Stars,9,2,2,4,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Detroit Red Wings,9,1,2,3,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Edmonton Oilers,1,0,0,0,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Florida Panthers,7,0,4,4,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Los Angeles Kings,12,1,0,1,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Minnesota Wild,7,0,1,1,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Montreal Canadiens,10,1,1,2,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Nashville Predators,8,1,2,3,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,New Jersey Devils,9,3,2,5,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,New York Islanders,9,0,3,3,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,New York Rangers,8,4,5,9,1
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Ottawa Senators,8,2,5,7,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Philadelphia Flyers,6,1,0,1,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Pittsburgh Penguins,8,3,1,4,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,San Jose Sharks,10,3,2,5,1
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Seattle Kraken,9,1,1,2,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,St. Louis Blues,10,2,1,3,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Tampa Bay Lightning,6,1,1,2,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Toronto Maple Leafs,7,1,2,3,1
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Utah Hockey Club,1,0,0,0,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Vancouver Canucks,15,1,0,1,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Vegas Golden Knights,9,0,3,3,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Washington Capitals,7,0,3,3,0
Ryan McLeod,mcleory01,/players/g/granlmi01.html,Winnipeg Jets,12,1,1,2,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Anaheim Ducks,9,3,2,5,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Arizona Coyotes,10,2,3,5,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Boston Bruins,2,0,1,1,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Buffalo Sabres,2,0,0,0,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Calgary Flames,7,1,2,3,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Carolina Hurricanes,5,0,1,1,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Chicago Blackhawks,10,1,3,4,1
Bowen Byram,byrambo01,/players/g/granlmi01.html,Colorado Avalanche,2,1,1,2,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Columbus Blue Jackets,5,3,2,5,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Dallas Stars,8,0,2,2,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Detroit Red Wings,8,4,0,4,1
Bowen Byram,byrambo01,/players/g/granlmi01.html,Edmonton Oilers,7,0,3,3,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Florida Panthers,6,0,2,2,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Los Angeles Kings,8,0,2,2,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Minnesota Wild,12,1,1,2,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Montreal Canadiens,5,1,1,2,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Nashville Predators,8,3,3,6,1
Bowen Byram,byrambo01,/players/g/granlmi01.html,New Jersey Devils,9,0,4,4,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,New York Islanders,7,1,3,4,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,New York Rangers,5,0,2,2,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Ottawa Senators,5,2,1,3,1
Bowen Byram,byrambo01,/players/g/granlmi01.html,Philadelphia Flyers,3,0,0,0,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Pittsburgh Penguins,6,0,4,4,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,San Jose Sharks,9,0,3,3,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Seattle Kraken,10,2,1,3,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,St. Louis Blues,9,3,2,5,1
Bowen Byram,byrambo01,/players/g/granlmi01.html,Tampa Bay Lightning,6,2,3,5,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Toronto Maple Leafs,7,0,2,2,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Utah Hockey Club,1,0,0,0,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Vancouver Canucks,6,1,1,2,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Vegas Golden Knights,10,0,3,3,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Washington Capitals,7,0,5,5,0
Bowen Byram,byrambo01,/players/g/granlmi01.html,Winnipeg Jets,9,2,5,7,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,Anaheim Ducks,5,0,3,3,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,Arizona Coyotes,2,0,1,1,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,Boston Bruins,6,0,1,1,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,Calgary Flames,3,0,0,0,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,Carolina Hurricanes,5,0,3,3,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,Chicago Blackhawks,5,1,2,3,1
Jack Quinn,quinnja01,/players/g/granlmi01.html,Colorado Avalanche,4,0,2,2,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,Columbus Blue Jackets,6,2,2,4,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,Dallas Stars,6,1,1,2,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,Detroit Red Wings,7,2,1,3,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,Edmonton Oilers,2,0,0,0,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,Florida Panthers,7,1,1,2,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,Los Angeles Kings,5,1,3,4,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,Minnesota Wild,3,1,0,1,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,Montreal Canadiens,8,1,3,4,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,Nashville Predators,4,1,3,4,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,New Jersey Devils,7,1,1,2,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,New York Islanders,6,1,1,2,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,New York Rangers,6,2,4,6,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,Ottawa Senators,8,2,1,3,1
Jack Quinn,quinnja01,/players/g/granlmi01.html,Philadelphia Flyers,5,2,1,3,1
Jack Quinn,quinnja01,/players/g/granlmi01.html,Pittsburgh Penguins,6,0,1,1,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,San Jose Sharks,5,2,2,4,1
Jack Quinn,quinnja01,/players/g/granlmi01.html,Seattle Kraken,4,2,0,2,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,St. Louis Blues,4,2,3,5,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,Tampa Bay Lightning,7,3,2,5,1
Jack Quinn,quinnja01,/players/g/granlmi01.html,Toronto Maple Leafs,7,5,1,6,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,Vancouver Canucks,4,0,0,0,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,Vegas Golden Knights,2,0,0,0,0
Jack Quinn,quinnja01,/players/g/granlmi01.html,Washington Capitals,6,1,4,5,1
Jack Quinn,quinnja01,/players/g/granlmi01.html,Winnipeg Jets,1,0,0,0,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Anaheim Ducks,4,1,0,1,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Arizona Coyotes,2,0,0,0,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Boston Bruins,4,1,0,1,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Calgary Flames,4,1,0,1,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Carolina Hurricanes,4,0,1,1,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Chicago Blackhawks,4,1,1,2,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Colorado Avalanche,4,2,1,3,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Columbus Blue Jackets,5,0,3,3,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Dallas Stars,3,0,0,0,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Detroit Red Wings,5,2,3,5,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Edmonton Oilers,3,0,0,0,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Florida Panthers,4,0,0,0,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Los Angeles Kings,3,1,0,1,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Minnesota Wild,2,0,0,0,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Montreal Canadiens,7,0,0,0,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Nashville Predators,4,0,1,1,0
Zach Benson,bensoza01,/players/g/granlmi01.html,New Jersey Devils,4,0,0,0,0
Zach Benson,bensoza01,/players/g/granlmi01.html,New York Islanders,4,3,2,5,0
Zach Benson,bensoza01,/players/g/granlmi01.html,New York Rangers,6,1,2,3,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Ottawa Senators,6,0,1,1,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Philadelphia Flyers,2,0,2,2,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Pittsburgh Penguins,4,1,1,2,0
Zach Benson,bensoza01,/players/g/granlmi01.html,San Jose Sharks,3,0,0,0,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Seattle Kraken,4,0,0,0,0
Zach Benson,bensoza01,/players/g/granlmi01.html,St. Louis Blues,4,2,1,3,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Tampa Bay Lightning,4,1,0,1,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Toronto Maple Leafs,5,0,3,3,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Utah Hockey Club,1,0,0,0,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Vancouver Canucks,4,0,2,2,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Vegas Golden Knights,3,1,1,2,1
Zach Benson,bensoza01,/players/g/granlmi01.html,Washington Capitals,5,2,2,4,0
Zach Benson,bensoza01,/players/g/granlmi01.html,Winnipeg Jets,3,0,2,2,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Anaheim Ducks,2,1,0,1,1
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Boston Bruins,2,0,1,1,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Calgary Flames,1,0,0,0,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Carolina Hurricanes,1,0,0,0,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Chicago Blackhawks,2,0,0,0,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Colorado Avalanche,2,0,0,0,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Columbus Blue Jackets,2,1,0,1,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Dallas Stars,2,0,0,0,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Detroit Red Wings,2,0,0,0,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Edmonton Oilers,1,1,0,1,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Florida Panthers,1,0,0,0,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Los Angeles Kings,2,0,0,0,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Minnesota Wild,1,0,0,0,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Montreal Canadiens,3,1,1,2,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Nashville Predators,2,2,0,2,1
Jiri Kulich,kulicji01,/players/g/granlmi01.html,New Jersey Devils,3,0,0,0,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,New York Islanders,2,2,1,3,1
Jiri Kulich,kulicji01,/players/g/granlmi01.html,New York Rangers,2,0,1,1,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Philadelphia Flyers,1,0,0,0,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,San Jose Sharks,1,0,0,0,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Seattle Kraken,1,0,0,0,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,St. Louis Blues,1,1,0,1,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Toronto Maple Leafs,2,0,1,1,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Utah Hockey Club,1,1,0,1,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Vancouver Canucks,2,1,2,3,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Vegas Golden Knights,1,0,0,0,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Washington Capitals,2,1,0,1,0
Jiri Kulich,kulicji01,/players/g/granlmi01.html,Winnipeg Jets,1,0,0,0,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Anaheim Ducks,7,3,1,4,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Arizona Coyotes,5,2,1,3,2
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Boston Bruins,11,0,2,2,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Calgary Flames,7,1,0,1,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Carolina Hurricanes,10,0,3,3,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Chicago Blackhawks,8,1,2,3,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Colorado Avalanche,9,0,1,1,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Columbus Blue Jackets,10,2,2,4,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Dallas Stars,9,1,2,3,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Detroit Red Wings,11,0,5,5,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Edmonton Oilers,7,0,0,0,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Florida Panthers,11,0,2,2,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Los Angeles Kings,8,2,2,4,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Minnesota Wild,8,0,4,4,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Montreal Canadiens,12,1,1,2,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Nashville Predators,6,1,2,3,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,New Jersey Devils,9,0,1,1,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,New York Islanders,13,0,2,2,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,New York Rangers,10,0,3,3,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Ottawa Senators,13,1,2,3,1
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Philadelphia Flyers,10,2,5,7,1
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Pittsburgh Penguins,8,1,0,1,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,San Jose Sharks,5,1,0,1,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Seattle Kraken,6,0,4,4,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,St. Louis Blues,11,2,3,5,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Tampa Bay Lightning,8,0,1,1,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Toronto Maple Leafs,13,2,1,3,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Utah Hockey Club,1,0,0,0,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Vancouver Canucks,6,0,1,1,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Vegas Golden Knights,7,1,1,2,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Washington Capitals,8,0,3,3,0
Peyton Krebs,krebspe01,/players/g/granlmi01.html,Winnipeg Jets,6,0,1,1,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Anaheim Ducks,5,0,0,0,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Arizona Coyotes,2,0,0,0,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Boston Bruins,6,0,1,1,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Buffalo Sabres,4,0,0,0,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Calgary Flames,4,0,1,1,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Carolina Hurricanes,8,0,2,2,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Chicago Blackhawks,6,1,2,3,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Colorado Avalanche,4,2,0,2,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Columbus Blue Jackets,6,0,0,0,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Dallas Stars,5,1,1,2,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Detroit Red Wings,6,0,2,2,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Edmonton Oilers,3,0,0,0,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Florida Panthers,9,1,0,1,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Los Angeles Kings,5,0,1,1,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Minnesota Wild,3,0,1,1,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Montreal Canadiens,8,0,0,0,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Nashville Predators,4,2,0,2,1
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,New Jersey Devils,9,1,1,2,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,New York Islanders,8,1,1,2,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,New York Rangers,8,0,2,2,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Ottawa Senators,4,1,1,2,1
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Philadelphia Flyers,4,0,0,0,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Pittsburgh Penguins,7,1,2,3,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,San Jose Sharks,3,0,0,0,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Seattle Kraken,3,0,0,0,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,St. Louis Blues,3,0,0,0,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Tampa Bay Lightning,3,0,2,2,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Toronto Maple Leafs,5,0,0,0,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Utah Hockey Club,1,0,1,1,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Vancouver Canucks,5,0,0,0,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Vegas Golden Knights,4,1,0,1,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Washington Capitals,1,0,0,0,0
Beck Malenstyn,malenbe01,/players/g/granlmi01.html,Winnipeg Jets,4,0,0,0,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Anaheim Ducks,4,0,1,1,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Arizona Coyotes,3,0,0,0,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Boston Bruins,13,0,3,3,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Calgary Flames,5,1,1,2,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Carolina Hurricanes,7,0,2,2,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Chicago Blackhawks,6,0,0,0,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Colorado Avalanche,7,0,1,1,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Columbus Blue Jackets,7,0,2,2,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Dallas Stars,6,0,1,1,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Detroit Red Wings,7,1,0,1,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Edmonton Oilers,3,0,0,0,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Florida Panthers,9,1,1,2,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Los Angeles Kings,4,0,0,0,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Minnesota Wild,2,0,0,0,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Montreal Canadiens,9,0,1,1,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Nashville Predators,4,0,1,1,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,New Jersey Devils,8,1,1,2,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,New York Islanders,9,1,0,1,1
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,New York Rangers,11,0,1,1,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Ottawa Senators,7,0,1,1,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Philadelphia Flyers,7,0,2,2,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Pittsburgh Penguins,11,0,2,2,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,San Jose Sharks,2,0,0,0,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Seattle Kraken,3,0,1,1,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,St. Louis Blues,5,0,2,2,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Tampa Bay Lightning,6,0,2,2,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Toronto Maple Leafs,7,1,3,4,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Vancouver Canucks,4,0,0,0,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Vegas Golden Knights,5,0,1,1,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Washington Capitals,6,0,2,2,0
Mattias Samuelsson,samuema02,/players/g/granlmi01.html,Winnipeg Jets,2,0,0,0,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Anaheim Ducks,23,3,4,7,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Arizona Coyotes,20,5,7,12,2
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Boston Bruins,8,1,0,1,1
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Buffalo Sabres,6,0,1,1,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Calgary Flames,11,2,4,6,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Carolina Hurricanes,12,0,1,1,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Chicago Blackhawks,13,1,5,6,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Colorado Avalanche,20,4,4,8,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Columbus Blue Jackets,12,1,3,4,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Dallas Stars,20,2,3,5,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Detroit Red Wings,14,4,3,7,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Edmonton Oilers,14,1,3,4,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Florida Panthers,14,1,1,2,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Los Angeles Kings,22,2,11,13,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Minnesota Wild,2,0,1,1,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Montreal Canadiens,11,0,3,3,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Nashville Predators,12,1,1,2,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,New Jersey Devils,11,1,2,3,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,New York Islanders,11,1,2,3,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,New York Rangers,15,4,5,9,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Ottawa Senators,12,2,3,5,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Philadelphia Flyers,9,2,1,3,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Pittsburgh Penguins,8,2,0,2,0
