Player,id,link,Opponent,GP,G,A,PTS,GW
Jordan Greenway,greenjo02,/players/g/granlmi01.html,San Jose Sharks,20,5,5,10,1
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Seattle Kraken,4,0,1,1,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,St. Louis Blues,21,1,9,10,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Tampa Bay Lightning,12,1,5,6,1
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Toronto Maple Leafs,13,4,3,7,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Vancouver Canucks,13,1,0,1,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Vegas Golden Knights,18,1,6,7,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Washington Capitals,9,1,6,7,0
Jordan Greenway,greenjo02,/players/g/granlmi01.html,Winnipeg Jets,16,1,1,2,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Anaheim Ducks,7,0,0,0,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Arizona Coyotes,7,0,3,3,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Boston Bruins,4,0,1,1,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Buffalo Sabres,16,2,3,5,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Calgary Flames,7,3,0,3,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Carolina Hurricanes,10,0,1,1,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Chicago Blackhawks,8,0,2,2,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Colorado Avalanche,8,0,1,1,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Columbus Blue Jackets,10,1,1,2,1
Connor Clifton,cliftco01,/players/g/granlmi01.html,Dallas Stars,9,0,0,0,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Detroit Red Wings,14,1,1,2,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Edmonton Oilers,5,0,1,1,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Florida Panthers,16,1,5,6,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Los Angeles Kings,8,0,0,0,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Minnesota Wild,8,0,0,0,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Montreal Canadiens,18,2,7,9,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Nashville Predators,6,0,0,0,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,New Jersey Devils,18,1,1,2,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,New York Islanders,19,0,1,1,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,New York Rangers,18,1,3,4,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Ottawa Senators,14,1,1,2,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Philadelphia Flyers,16,0,4,4,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Pittsburgh Penguins,19,0,1,1,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,San Jose Sharks,8,0,1,1,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Seattle Kraken,7,0,0,0,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,St. Louis Blues,8,0,1,1,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Tampa Bay Lightning,15,0,2,2,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Toronto Maple Leafs,16,0,5,5,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Utah Hockey Club,1,0,0,0,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Vancouver Canucks,6,1,2,3,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Vegas Golden Knights,8,0,2,2,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Washington Capitals,20,0,4,4,0
Connor Clifton,cliftco01,/players/g/granlmi01.html,Winnipeg Jets,7,0,1,1,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Anaheim Ducks,11,1,2,3,1
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Arizona Coyotes,6,0,0,0,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Boston Bruins,18,0,2,2,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Calgary Flames,10,0,3,3,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Carolina Hurricanes,13,2,3,5,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Chicago Blackhawks,7,0,2,2,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Colorado Avalanche,9,0,1,1,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Columbus Blue Jackets,15,0,3,3,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Dallas Stars,8,0,5,5,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Detroit Red Wings,16,2,3,5,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Edmonton Oilers,10,0,0,0,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Florida Panthers,16,2,4,6,1
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Los Angeles Kings,8,0,0,0,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Minnesota Wild,8,2,3,5,1
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Montreal Canadiens,14,1,1,2,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Nashville Predators,12,0,1,1,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,New Jersey Devils,19,1,5,6,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,New York Islanders,20,1,2,3,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,New York Rangers,19,1,3,4,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Ottawa Senators,15,1,1,2,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Philadelphia Flyers,19,3,2,5,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Pittsburgh Penguins,18,0,1,1,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,San Jose Sharks,9,0,4,4,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Seattle Kraken,5,0,0,0,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,St. Louis Blues,11,0,6,6,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Tampa Bay Lightning,14,0,1,1,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Toronto Maple Leafs,14,0,5,5,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Utah Hockey Club,1,0,0,0,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Vancouver Canucks,8,0,0,0,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Vegas Golden Knights,8,0,3,3,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Washington Capitals,18,2,3,5,0
Henri Jokiharju,jokihhe01,/players/g/granlmi01.html,Winnipeg Jets,10,0,5,5,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Anaheim Ducks,5,0,0,0,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Arizona Coyotes,3,0,1,1,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Boston Bruins,16,0,2,2,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Calgary Flames,6,0,3,3,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Carolina Hurricanes,6,1,1,2,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Chicago Blackhawks,5,0,0,0,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Colorado Avalanche,5,0,0,0,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Columbus Blue Jackets,6,0,3,3,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Dallas Stars,4,0,0,0,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Detroit Red Wings,10,0,0,0,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Edmonton Oilers,7,1,2,3,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Florida Panthers,9,0,0,0,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Los Angeles Kings,6,0,3,3,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Minnesota Wild,6,0,0,0,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Montreal Canadiens,11,0,5,5,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Nashville Predators,6,0,0,0,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,New Jersey Devils,10,0,1,1,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,New York Islanders,13,1,3,4,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,New York Rangers,11,0,1,1,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Ottawa Senators,9,0,2,2,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Philadelphia Flyers,12,0,4,4,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Pittsburgh Penguins,14,0,1,1,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,San Jose Sharks,4,0,0,0,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Seattle Kraken,5,0,2,2,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,St. Louis Blues,6,0,1,1,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Tampa Bay Lightning,7,0,0,0,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Toronto Maple Leafs,11,1,0,1,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Utah Hockey Club,1,0,0,0,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Vancouver Canucks,6,0,0,0,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Vegas Golden Knights,4,0,2,2,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Washington Capitals,11,0,1,1,0
Jacob Bryson,brysoja01,/players/g/granlmi01.html,Winnipeg Jets,6,0,0,0,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Anaheim Ducks,10,0,0,0,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Arizona Coyotes,9,0,3,3,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Boston Bruins,10,1,1,2,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Buffalo Sabres,11,3,1,4,1
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Calgary Flames,14,2,4,6,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Carolina Hurricanes,8,1,2,3,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Chicago Blackhawks,5,0,1,1,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Colorado Avalanche,10,1,1,2,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Columbus Blue Jackets,9,0,4,4,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Dallas Stars,11,0,3,3,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Detroit Red Wings,8,2,2,4,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Edmonton Oilers,13,3,2,5,1
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Florida Panthers,11,0,0,0,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Los Angeles Kings,14,2,0,2,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Minnesota Wild,11,1,3,4,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Montreal Canadiens,9,0,1,1,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Nashville Predators,9,1,0,1,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,New Jersey Devils,16,1,6,7,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,New York Islanders,15,1,2,3,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,New York Rangers,9,1,1,2,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Ottawa Senators,9,2,1,3,1
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Philadelphia Flyers,13,0,1,1,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Pittsburgh Penguins,5,0,0,0,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,San Jose Sharks,11,6,3,9,2
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Seattle Kraken,9,3,0,3,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,St. Louis Blues,12,2,2,4,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Tampa Bay Lightning,10,0,1,1,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Toronto Maple Leafs,9,1,2,3,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Vancouver Canucks,7,1,0,1,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Vegas Golden Knights,11,0,2,2,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Washington Capitals,12,1,0,1,0
Sam Lafferty,laffesa01,/players/g/granlmi01.html,Winnipeg Jets,10,2,1,3,1
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Anaheim Ducks,3,0,0,0,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Arizona Coyotes,3,0,1,1,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Boston Bruins,3,0,0,0,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Buffalo Sabres,2,1,2,3,1
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Calgary Flames,4,0,0,0,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Carolina Hurricanes,2,0,0,0,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Chicago Blackhawks,1,0,0,0,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Colorado Avalanche,5,0,3,3,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Columbus Blue Jackets,3,0,1,1,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Dallas Stars,3,0,1,1,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Detroit Red Wings,4,0,0,0,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Edmonton Oilers,3,0,0,0,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Florida Panthers,3,0,1,1,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Los Angeles Kings,4,0,0,0,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Minnesota Wild,3,0,0,0,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Montreal Canadiens,3,0,1,1,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Nashville Predators,4,0,0,0,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,New Jersey Devils,5,0,1,1,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,New York Islanders,1,1,0,1,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,New York Rangers,3,0,1,1,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Ottawa Senators,3,0,0,0,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Philadelphia Flyers,5,1,2,3,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Pittsburgh Penguins,3,0,1,1,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,San Jose Sharks,2,0,0,0,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Seattle Kraken,3,0,0,0,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,St. Louis Blues,5,0,0,0,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Tampa Bay Lightning,3,0,0,0,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Toronto Maple Leafs,3,0,0,0,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Utah Hockey Club,1,0,1,1,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Vancouver Canucks,4,0,0,0,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Vegas Golden Knights,8,0,0,0,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Washington Capitals,3,0,0,0,0
Dennis Gilbert,gilbede01,/players/g/granlmi01.html,Winnipeg Jets,2,0,0,0,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Anaheim Ducks,11,1,1,2,1
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Arizona Coyotes,12,0,0,0,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Boston Bruins,18,0,0,0,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Buffalo Sabres,17,1,2,3,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Calgary Flames,3,0,0,0,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Carolina Hurricanes,9,2,2,4,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Chicago Blackhawks,7,0,4,4,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Colorado Avalanche,6,0,1,1,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Columbus Blue Jackets,6,2,2,4,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Dallas Stars,7,1,1,2,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Detroit Red Wings,8,1,3,4,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Edmonton Oilers,7,0,1,1,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Florida Panthers,9,1,0,1,1
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Los Angeles Kings,11,4,2,6,1
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Minnesota Wild,6,0,0,0,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Montreal Canadiens,7,0,0,0,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Nashville Predators,7,2,3,5,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,New Jersey Devils,14,1,3,4,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,New York Islanders,19,2,1,3,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,New York Rangers,21,4,5,9,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Ottawa Senators,7,0,3,3,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Philadelphia Flyers,6,0,0,0,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Pittsburgh Penguins,16,1,5,6,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,San Jose Sharks,6,2,1,3,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Seattle Kraken,5,3,0,3,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,St. Louis Blues,6,1,0,1,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Tampa Bay Lightning,9,1,0,1,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Toronto Maple Leafs,6,0,1,1,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Utah Hockey Club,1,0,0,0,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Vancouver Canucks,4,0,1,1,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Vegas Golden Knights,6,0,0,0,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Washington Capitals,15,1,5,6,0
Nicolas Aubé-Kubel,aubekni01,/players/g/granlmi01.html,Winnipeg Jets,9,1,1,2,0
Tyson Kozak,kozakty01,/players/g/granlmi01.html,Boston Bruins,1,0,0,0,0
Tyson Kozak,kozakty01,/players/g/granlmi01.html,Calgary Flames,1,0,0,0,0
Tyson Kozak,kozakty01,/players/g/granlmi01.html,Carolina Hurricanes,1,0,0,0,0
Tyson Kozak,kozakty01,/players/g/granlmi01.html,Detroit Red Wings,1,0,0,0,0
Tyson Kozak,kozakty01,/players/g/granlmi01.html,Nashville Predators,1,0,0,0,0
Tyson Kozak,kozakty01,/players/g/granlmi01.html,Ottawa Senators,1,0,0,0,0
Tyson Kozak,kozakty01,/players/g/granlmi01.html,Pittsburgh Penguins,1,0,0,0,0
Tyson Kozak,kozakty01,/players/g/granlmi01.html,Seattle Kraken,1,0,0,0,0
Tyson Kozak,kozakty01,/players/g/granlmi01.html,Utah Hockey Club,1,1,0,1,0
Tyson Kozak,kozakty01,/players/g/granlmi01.html,Vancouver Canucks,1,0,0,0,0
Tyson Kozak,kozakty01,/players/g/granlmi01.html,Winnipeg Jets,1,0,0,0,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,Anaheim Ducks,2,0,0,0,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,Arizona Coyotes,2,0,0,0,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,Boston Bruins,3,0,0,0,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,Carolina Hurricanes,1,0,0,0,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,Chicago Blackhawks,2,0,2,2,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,Columbus Blue Jackets,2,0,0,0,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,Dallas Stars,1,0,0,0,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,Detroit Red Wings,1,0,0,0,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,Florida Panthers,1,0,0,0,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,Los Angeles Kings,2,0,2,2,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,Minnesota Wild,2,0,0,0,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,Nashville Predators,1,0,0,0,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,New Jersey Devils,1,0,0,0,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,New York Rangers,3,0,0,0,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,Ottawa Senators,2,0,0,0,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,Pittsburgh Penguins,2,0,0,0,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,San Jose Sharks,2,0,1,1,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,St. Louis Blues,2,0,0,0,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,Tampa Bay Lightning,2,0,0,0,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,Toronto Maple Leafs,3,0,2,2,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,Vancouver Canucks,1,0,0,0,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,Vegas Golden Knights,2,0,0,0,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,Washington Capitals,2,0,0,0,0
Ryan Johnson,johnsry03,/players/g/granlmi01.html,Winnipeg Jets,2,0,0,0,0
Isak Rosen,rosenis01,/players/g/granlmi01.html,Boston Bruins,1,0,0,0,0
Isak Rosen,rosenis01,/players/g/granlmi01.html,Columbus Blue Jackets,1,0,0,0,0
Isak Rosen,rosenis01,/players/g/granlmi01.html,Detroit Red Wings,1,0,0,0,0
Isak Rosen,rosenis01,/players/g/granlmi01.html,Montreal Canadiens,1,0,0,0,0
Isak Rosen,rosenis01,/players/g/granlmi01.html,Nashville Predators,1,0,0,0,0
Isak Rosen,rosenis01,/players/g/granlmi01.html,New Jersey Devils,1,0,0,0,0
Isak Rosen,rosenis01,/players/g/granlmi01.html,New York Rangers,1,0,0,0,0
Isak Rosen,rosenis01,/players/g/granlmi01.html,San Jose Sharks,1,0,0,0,0
Isak Rosen,rosenis01,/players/g/granlmi01.html,St. Louis Blues,1,0,0,0,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,Anaheim Ducks,16,7,4,11,2
Dylan Strome,stromdy01,/players/g/granlmi01.html,Arizona Coyotes,13,5,3,8,2
Dylan Strome,stromdy01,/players/g/granlmi01.html,Boston Bruins,16,2,8,10,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,Buffalo Sabres,15,6,7,13,2
Dylan Strome,stromdy01,/players/g/granlmi01.html,Calgary Flames,17,5,5,10,2
Dylan Strome,stromdy01,/players/g/granlmi01.html,Carolina Hurricanes,20,5,10,15,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,Chicago Blackhawks,7,1,4,5,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,Colorado Avalanche,17,4,7,11,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,Columbus Blue Jackets,22,5,10,15,2
Dylan Strome,stromdy01,/players/g/granlmi01.html,Dallas Stars,21,8,3,11,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,Detroit Red Wings,20,8,9,17,1
Dylan Strome,stromdy01,/players/g/granlmi01.html,Edmonton Oilers,13,5,8,13,1
Dylan Strome,stromdy01,/players/g/granlmi01.html,Florida Panthers,19,4,6,10,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,Los Angeles Kings,13,3,5,8,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,Minnesota Wild,14,4,9,13,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,Montreal Canadiens,12,5,8,13,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,Nashville Predators,23,1,8,9,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,New Jersey Devils,18,7,12,19,1
Dylan Strome,stromdy01,/players/g/granlmi01.html,New York Islanders,14,7,6,13,1
Dylan Strome,stromdy01,/players/g/granlmi01.html,New York Rangers,14,2,10,12,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,Ottawa Senators,14,5,5,10,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,Philadelphia Flyers,16,5,8,13,1
Dylan Strome,stromdy01,/players/g/granlmi01.html,Pittsburgh Penguins,16,3,5,8,1
Dylan Strome,stromdy01,/players/g/granlmi01.html,San Jose Sharks,14,6,6,12,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,Seattle Kraken,7,0,0,0,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,St. Louis Blues,14,2,12,14,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,Tampa Bay Lightning,20,5,9,14,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,Toronto Maple Leafs,12,1,6,7,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,Utah Hockey Club,2,2,2,4,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,Vancouver Canucks,17,2,10,12,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,Vegas Golden Knights,19,5,12,17,1
Dylan Strome,stromdy01,/players/g/granlmi01.html,Washington Capitals,5,1,4,5,0
Dylan Strome,stromdy01,/players/g/granlmi01.html,Winnipeg Jets,17,4,6,10,0
Pierre-Luc Dubois,duboipi01,/players/g/granlmi01.html,Anaheim Ducks,17,5,11,16,0
Pierre-Luc Dubois,duboipi01,/players/g/granlmi01.html,Arizona Coyotes,16,3,5,8,1
