index,date,day_of_week,day_night,v_name,h_name,h_wins_last_30,h_hr_last_30,h_hits_last_30,h_runs_last_30,h_game_number,attendance,Year,division,home_had_top3_award_player,visitor_had_top3_award_player,h_division,v_division,rivalry_game,h_win_perc,v_win_perc
147727,2007-04-11,Wed,N,PHI,NYN,15,0.8333333333333334,8.766666666666667,4.5,8,41927,2007,NL EAST,0,1,NL EAST,NL EAST,1,0.543,0.549
147728,2007-04-11,Wed,D,SLN,PIT,15,0.8333333333333334,8.1,3.433333333333333,9,9959,2007,NL CENTRAL,0,0,NL CENTRAL,NL CENTRAL,1,0.42,0.481
147729,2007-04-11,Wed,N,SFN,SDN,20,1,9.333333333333334,4.766666666666667,9,31568,2007,NL WEST,1,0,NL WEST,NL EAST,0,0.546,0.438
147730,2007-04-11,Wed,N,DET,BAL,11,1.0333333333333334,9.4,4.266666666666667,9,13288,2007,AL EAST,0,1,AL EAST,AL CENTRAL,0,0.426,0.543
147731,2007-04-11,Wed,N,SEA,BOS,15,0.7666666666666667,8.366666666666667,4.533333333333333,8,36630,2007,AL EAST,1,0,AL EAST,AL WEST,0,0.593,0.543
147732,2007-04-11,Wed,N,ANA,CLE,16,0.9666666666666668,9.5,5.366666666666666,5,16375,2007,AL CENTRAL,1,1,AL CENTRAL,AL WEST,0,0.593,0.58
147733,2007-04-11,Wed,N,NYA,MIN,20,0.7,10.166666666666666,4.833333333333333,8,30131,2007,AL CENTRAL,0,1,AL CENTRAL,AL EAST,0,0.488,0.58
147734,2007-04-11,Wed,D,CHA,OAK,16,0.8,8.866666666666667,4.433333333333334,10,19130,2007,AL WEST,0,0,AL WEST,AL CENTRAL,0,0.469,0.444
147735,2007-04-11,Wed,N,TBA,TEX,12,1.1,9.333333333333334,4.966666666666667,9,33674,2007,AL WEST,0,1,AL WEST,AL EAST,0,0.463,0.407
147736,2007-04-11,Wed,N,KCA,TOR,19,0.9333333333333332,10.266666666666667,5.233333333333333,8,15218,2007,AL EAST,0,1,AL EAST,AL CENTRAL,0,0.512,0.426
147737,2007-04-12,Thu,N,WAS,ATL,19,1.6,8.966666666666667,5.333333333333333,9,23897,2007,NL EAST,0,0,NL EAST,NL EAST,1,0.519,0.451
147738,2007-04-12,Thu,N,PHI,NYN,15,0.8333333333333334,8.8,4.566666666666666,9,33355,2007,NL EAST,0,1,NL EAST,NL EAST,1,0.543,0.549
147739,2007-04-12,Thu,N,KCA,BAL,11,1,9.3,4.233333333333333,10,13229,2007,AL EAST,0,1,AL EAST,AL CENTRAL,0,0.426,0.426
147740,2007-04-12,Thu,D,ANA,CLE,15,0.9666666666666668,9.266666666666667,5.166666666666667,6,17090,2007,AL CENTRAL,1,1,AL CENTRAL,AL WEST,0,0.593,0.58
147741,2007-04-12,Thu,N,TBA,MIN,20,0.7,10.1,4.7,9,15869,2007,AL CENTRAL,0,1,AL CENTRAL,AL EAST,0,0.488,0.407
147742,2007-04-12,Thu,N,DET,TOR,19,0.9666666666666668,10.266666666666667,5.366666666666666,9,20416,2007,AL EAST,0,1,AL EAST,AL CENTRAL,0,0.512,0.543
147743,2007-04-13,Fri,N,COL,ARI,16,1,9.1,4.4,11,20219,2007,NL WEST,1,1,NL WEST,NL WEST,1,0.556,0.552
147744,2007-04-13,Fri,N,MIA,ATL,18,1.5,8.633333333333333,5.1,10,33212,2007,NL EAST,0,0,NL EAST,NL EAST,1,0.519,0.438
147745,2007-04-13,Fri,D,CIN,CHN,13,1.0666666666666669,9.366666666666667,4.866666666666666,9,37267,2007,NL CENTRAL,0,0,NL CENTRAL,NL CENTRAL,1,0.525,0.444
147746,2007-04-13,Fri,N,SDN,LAN,19,1.1333333333333333,8.9,5.1,10,49090,2007,NL WEST,1,1,NL WEST,NL WEST,1,0.506,0.546
147747,2007-04-13,Fri,N,WAS,NYN,15,0.8,8.866666666666667,4.633333333333334,10,47311,2007,NL EAST,0,0,NL EAST,NL EAST,1,0.543,0.451
147748,2007-04-13,Fri,N,HOU,PHI,15,1.1333333333333333,9.233333333333333,4.933333333333334,10,44336,2007,NL EAST,1,1,NL EAST,NL CENTRAL,0,0.549,0.451
147749,2007-04-13,Fri,N,SFN,PIT,14,0.7333333333333333,8.066666666666666,3.2666666666666666,10,22117,2007,NL CENTRAL,0,0,NL CENTRAL,NL EAST,0,0.42,0.438
147750,2007-04-13,Fri,N,KCA,BAL,12,0.9333333333333332,9.5,4.166666666666667,11,20922,2007,AL EAST,0,1,AL EAST,AL CENTRAL,0,0.426,0.426
147751,2007-04-13,Fri,N,ANA,BOS,15,0.7333333333333333,8.266666666666667,4.5,9,35946,2007,AL EAST,1,1,AL EAST,AL WEST,0,0.593,0.58
147752,2007-04-13,Fri,N,CHA,CLE,16,1.0333333333333334,9.333333333333334,5.233333333333333,7,16789,2007,AL CENTRAL,1,0,AL CENTRAL,AL CENTRAL,1,0.593,0.444
147753,2007-04-13,Fri,N,TBA,MIN,20,0.7666666666666667,10.133333333333333,4.733333333333333,10,27783,2007,AL CENTRAL,0,1,AL CENTRAL,AL EAST,0,0.488,0.407
147754,2007-04-13,Fri,N,NYA,OAK,15,0.6666666666666666,8.5,4.233333333333333,11,35077,2007,AL WEST,0,1,AL WEST,AL EAST,0,0.469,0.58
147755,2007-04-13,Fri,N,TEX,SEA,17,1.2,10,5.266666666666667,6,25243,2007,AL WEST,0,0,AL WEST,AL WEST,1,0.543,0.463
147756,2007-04-13,Fri,N,DET,TOR,19,1,10.5,5.466666666666667,10,26268,2007,AL EAST,0,1,AL EAST,AL CENTRAL,0,0.512,0.543
147757,2007-04-14,Sat,N,COL,ARI,15,0.9666666666666668,8.866666666666667,4.2,12,27721,2007,NL WEST,1,1,NL WEST,NL WEST,1,0.556,0.552
147758,2007-04-14,Sat,D,CIN,CHN,13,1.0666666666666669,9.566666666666666,4.9,10,38598,2007,NL CENTRAL,0,0,NL CENTRAL,NL CENTRAL,1,0.525,0.444
147759,2007-04-14,Sat,N,SDN,LAN,20,1.1666666666666667,9.166666666666666,5.333333333333333,11,55942,2007,NL WEST,1,1,NL WEST,NL WEST,1,0.506,0.546
